epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_balanced_acc,val_loss,val_precision,val_recall
17,0.681848406791687,0.7559682726860046,0.5590330362319946,0.7361591458320618,0.5662009119987488,0.4859375059604645,0.7414975762367249,0.6474691758598312,0.5495458841323853,0.9492385983467102,0.3695652186870575
18,0.6928191781044006,0.7620858550071716,0.5454407334327698,0.7545851469039917,0.5733245015144348,0.542187511920929,0.7537387609481812,0.6748126954161997,0.5296095013618469,0.9456067085266113,0.4466403126716614
19,0.686170220375061,0.764370322227478,0.5332057476043701,0.7351712584495544,0.5839415788650513,0.567187488079071,0.7632293105125427,0.6878797711049496,0.5150440335273743,0.9455252885818481,0.4802371561527252
20,0.6855053305625916,0.7632040977478027,0.5225681662559509,0.7436791658401489,0.5667774081230164,0.589062511920929,0.7532299757003784,0.6907409592354433,0.5044187903404236,0.9354838728904724,0.5158102512359619
21,0.6958111524581909,0.7718057036399841,0.5115025639533997,0.7435470223426819,0.5953333377838135,0.6000000238418579,0.7560321092605591,0.6949147542917822,0.49397993087768555,0.9340277910232544,0.5316205620765686
22,0.6934840679168701,0.7759902477264404,0.5018969774246216,0.7591436505317688,0.5662009119987488,0.5953124761581421,0.7721520662307739,0.7029231313786797,0.4842759668827057,0.9458483457565308,0.5177865624427795
23,0.6954787373542786,0.7701480388641357,0.49345433712005615,0.7477025985717773,0.5931079983711243,0.4921875,0.7669458389282227,0.6541649460208837,0.48677510023117065,0.9547738432884216,0.3754940629005432
24,0.6998005509376526,0.7737636566162109,0.4851827919483185,0.7495853900909424,0.6006644368171692,0.47187501192092896,0.7578387260437012,0.6440622972096042,0.48468002676963806,0.95652174949646,0.3478260934352875
25,0.6884973645210266,0.7781888246536255,0.47643911838531494,0.7497812509536743,0.5683023929595947,0.515625,0.7728821635246277,0.6635006784260515,0.4688200056552887,0.9495412707328796,0.40909090638160706
26,0.697473406791687,0.7786865234375,0.469684362411499,0.7491666674613953,0.5961538553237915,0.6234375238418579,0.7845628261566162,0.706993687688042,0.45231637358665466,0.9344262480735779,0.5632411241531372
27,0.6994680762290955,0.7819164991378784,0.4630160629749298,0.7483498454093933,0.6022576093673706,0.6265624761581421,0.7830290794372559,0.7117131732641142,0.44592994451522827,0.9377049207687378,0.5652173757553101
28,0.7011303305625916,0.7824560403823853,0.456651896238327,0.755667507648468,0.5968169569969177,0.5562499761581421,0.7829773426055908,0.6919355790218866,0.44602546095848083,0.9586777091026306,0.4584980309009552
29,0.696143627166748,0.7786788940429688,0.4519580006599426,0.7521294951438904,0.5863213539123535,0.667187511920929,0.782852053642273,0.7209456669223056,0.4327471852302551,0.9271137118339539,0.6284584999084473
30,0.6994680762290955,0.7852482795715332,0.44585663080215454,0.7467213273048401,0.6049136519432068,0.6328125,0.7884490489959717,0.7156657424340747,0.4300052225589752,0.938511312007904,0.573122501373291
31,0.6924867033958435,0.7833592891693115,0.44233351945877075,0.7443229556083679,0.587649405002594,0.581250011920929,0.7822326421737671,0.6995162527284526,0.43049249053001404,0.9507575631141663,0.4960474371910095
32,0.6964760422706604,0.779793918132782,0.43810898065567017,0.75,0.5888223648071289,0.5718749761581421,0.7856689691543579,0.693587398973512,0.4268333911895752,0.9496123790740967,0.4841897189617157
33,0.7021276354789734,0.7846533060073853,0.4337444305419922,0.7518672347068787,0.6027944087982178,0.6312500238418579,0.7880065441131592,0.7146776001415847,0.4184807240962982,0.9383116960525513,0.5711462497711182
34,0.6978058218955994,0.7845648527145386,0.4301072061061859,0.7504215836524963,0.592149019241333,0.6156250238418579,0.7919665575027466,0.7157689811810513,0.4164004325866699,0.9482758641242981,0.54347825050354
35,0.708776593208313,0.7934523224830627,0.4258466362953186,0.7747589945793152,0.5881569981575012,0.6328125,0.7920624017715454,0.7184089434251666,0.4118672311306,0.9413681030273438,0.5711462497711182
36,0.704454779624939,0.7933657765388489,0.42289668321609497,0.7636518478393555,0.5938951373100281,0.6109374761581421,0.7912955284118652,0.7100613533124889,0.41093891859054565,0.9446367025375366,0.5395256876945496
37,0.701795220375061,0.7895139455795288,0.4211624264717102,0.762273907661438,0.587649405002594,0.6499999761581421,0.7954840660095215,0.726535307651466,0.40575259923934937,0.940625011920929,0.5948616862297058
38,0.7124335169792175,0.7964858412742615,0.41741806268692017,0.7696866989135742,0.6051930785179138,0.609375,0.7954545021057129,0.7090732110199989,0.4068983197212219,0.9444444179534912,0.5375494360923767
39,0.710106372833252,0.8005993366241455,0.414948970079422,0.7651006579399109,0.6063829660415649,0.609375,0.7942672967910767,0.7090732110199989,0.406005322933197,0.9444444179534912,0.5375494360923767
40,0.7104388475418091,0.7919633388519287,0.41406556963920593,0.7653909921646118,0.6096752882003784,0.621874988079071,0.7948867678642273,0.7114919473777358,0.4027615487575531,0.9399999976158142,0.5573122501373291
41,0.7107712626457214,0.8004072904586792,0.41108307242393494,0.7641666531562805,0.6097074747085571,0.5765625238418579,0.793581485748291,0.6938086248598903,0.4047916531562805,0.946768045425415,0.49209487438201904
42,0.7061170339584351,0.7942146062850952,0.40986496210098267,0.7576509714126587,0.6078301072120667,0.609375,0.7955946922302246,0.7090732110199989,0.4005677103996277,0.9444444179534912,0.5375494360923767
43,0.7077792286872864,0.7967358827590942,0.4083663523197174,0.7617449760437012,0.6041250824928284,0.6234375238418579,0.7971063852310181,0.709736888679134,0.3971431255340576,0.9372937083244324,0.5612648129463196
44,0.7121010422706604,0.7930704355239868,0.4080701768398285,0.76897132396698,0.6063829660415649,0.5953124761581421,0.7976446747779846,0.7056663323697717,0.3981044590473175,0.9490908980369568,0.5158102512359619
45,0.7190824747085571,0.8016353845596313,0.40525752305984497,0.7838070392608643,0.605053186416626,0.598437488079071,0.7977257966995239,0.707642616954752,0.39716649055480957,0.9494584798812866,0.5197628736495972
46,0.7041223645210266,0.7944537401199341,0.40505361557006836,0.7632027268409729,0.5941644310951233,0.5718749761581421,0.7979101538658142,0.693587398973512,0.39796319603919983,0.9496123790740967,0.4841897189617157
47,0.7167553305625916,0.801234245300293,0.40284261107444763,0.7766497731208801,0.6095617413520813,0.590624988079071,0.7987582087516785,0.7027019054923014,0.39537864923477173,0.9485294222831726,0.5098814368247986
48,0.7027925252914429,0.797454833984375,0.40242069959640503,0.7567340135574341,0.5977393388748169,0.567187488079071,0.7995693683624268,0.6906229720960415,0.3961208760738373,0.9490196108818054,0.47826087474823
49,0.7004654407501221,0.7937228083610535,0.4018356204032898,0.755972683429718,0.5902731418609619,0.543749988079071,0.7968261241912842,0.6840304406819657,0.3979964554309845,0.9572649598121643,0.4426877498626709
